"Year","Question","Area","Area_abbr","Demographics_Type","Demographics_Value","Percent","Low_Confidence_Interval","High_Confidence_Interval","Confidence_Interval_Formatted"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Michigan","MI","Total","Total","42.5","38.9","46.2","42.5 (CI 38.9 - 46.2)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Mississippi","MS","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Mississippi","MS","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Mississippi","MS","RaceEthnicity","Black, NH","35.8","29.9","42.2","35.8 (CI 29.9 - 42.2)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Mississippi","MS","RaceEthnicity","Hispanic","51.4","34.1","68.4","51.4 (CI 34.1 - 68.4)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Mississippi","MS","RaceEthnicity","Multiple race, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Mississippi","MS","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Mississippi","MS","RaceEthnicity","White, NH","45.0","34.1","56.4","45.0 (CI 34.1 - 56.4)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Mississippi","MS","Sex","Female","49.8","42.0","57.7","49.8 (CI 42.0 - 57.7)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Mississippi","MS","Sex","Male","33.2","26.9","40.3","33.2 (CI 26.9 - 40.3)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Mississippi","MS","Total","Total","41.7","35.8","47.9","41.7 (CI 35.8 - 47.9)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Missouri","MO","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Missouri","MO","RaceEthnicity","Asian, NH","29.2","10.1","60.1","29.2 (CI 10.1 - 60.1)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Missouri","MO","RaceEthnicity","Black, NH","38.8","30.4","48.0","38.8 (CI 30.4 - 48.0)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Missouri","MO","RaceEthnicity","Hispanic","43.4","26.6","61.9","43.4 (CI 26.6 - 61.9)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Missouri","MO","RaceEthnicity","Multiple race, NH","62.7","39.4","81.2","62.7 (CI 39.4 - 81.2)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Missouri","MO","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Missouri","MO","RaceEthnicity","White, NH","44.5","35.7","53.7","44.5 (CI 35.7 - 53.7)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Missouri","MO","Sex","Female","57.2","51.4","62.9","57.2 (CI 51.4 - 62.9)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Missouri","MO","Sex","Male","32.1","23.2","42.5","32.1 (CI 23.2 - 42.5)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Missouri","MO","Total","Total","44.3","37.8","51.0","44.3 (CI 37.8 - 51.0)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Montana","MT","RaceEthnicity","AI/AN, NH","52.5","46.2","58.7","52.5 (CI 46.2 - 58.7)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Montana","MT","RaceEthnicity","Asian, NH","33.1","21.7","46.9","33.1 (CI 21.7 - 46.9)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Montana","MT","RaceEthnicity","Black, NH","50.1","30.7","69.5","50.1 (CI 30.7 - 69.5)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Montana","MT","RaceEthnicity","Hispanic","52.0","46.5","57.4","52.0 (CI 46.5 - 57.4)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Montana","MT","RaceEthnicity","Multiple race, NH","51.2","44.3","58.0","51.2 (CI 44.3 - 58.0)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Montana","MT","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Montana","MT","RaceEthnicity","White, NH","41.3","38.8","43.9","41.3 (CI 38.8 - 43.9)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Montana","MT","Sex","Female","54.8","51.6","58.0","54.8 (CI 51.6 - 58.0)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Montana","MT","Sex","Male","32.1","30.1","34.2","32.1 (CI 30.1 - 34.2)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Montana","MT","Total","Total","43.3","41.2","45.5","43.3 (CI 41.2 - 45.5)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nebraska","NE","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nebraska","NE","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nebraska","NE","RaceEthnicity","Black, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nebraska","NE","RaceEthnicity","Hispanic","22.6","14.8","33.0","22.6 (CI 14.8 - 33.0)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nebraska","NE","RaceEthnicity","Multiple race, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nebraska","NE","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nebraska","NE","RaceEthnicity","White, NH","27.7","23.5","32.3","27.7 (CI 23.5 - 32.3)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nebraska","NE","Sex","Female","36.3","28.4","44.9","36.3 (CI 28.4 - 44.9)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nebraska","NE","Sex","Male","18.7","13.7","24.9","18.7 (CI 13.7 - 24.9)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nebraska","NE","Total","Total","27.2","22.6","32.3","27.2 (CI 22.6 - 32.3)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nevada","NV","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nevada","NV","RaceEthnicity","Asian, NH","46.3","32.0","61.3","46.3 (CI 32.0 - 61.3)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nevada","NV","RaceEthnicity","Black, NH","52.4","42.2","62.4","52.4 (CI 42.2 - 62.4)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nevada","NV","RaceEthnicity","Hispanic","44.7","40.1","49.5","44.7 (CI 40.1 - 49.5)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nevada","NV","RaceEthnicity","Multiple race, NH","54.9","41.4","67.7","54.9 (CI 41.4 - 67.7)"
"2023","During the past 12 months, did you ever feel so sad or hopeless almost every day for two weeks or more in a row that you stopped doing some usual activities?","Nevada","NV","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
